Color,Description,MinPrice,StyleNumber,ReviewNumber,MaxPrice,Name,Bullets,ImageUrl,Gender,Clothing,Brand,Size,Sport,AverageRating,Url
Black,,98.00,486188,5,98.00,Altitude Pant in Polartec® Power Stretch®,"Nylon/Polyester/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: POLARTEC® POWER STRETCH® fabric lends thermal insulation for your coldest trainingFAVE: Comfortable wide waistband with adjustable internal drawcordBack zip pocket secures your essentials #486188",https://athleta.gap.com/webcontent/0017/677/975/cn17677975.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486188002&cid=1023333&pcid=1006482&vid=1&grid=pds_48_198_1
Black,,59.00,531260,8,59.00,Essence Twist Top,"Recycled Polyester/Lyocell/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,UNSTINKABLE. Odor-controlling yarns ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Soft and lightweight recycled fabricFAVE: Front twist detail adds fashion to your practice. #531260",https://athleta.gap.com/webcontent/0017/886/588/cn17886588.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.3,https://athleta.gap.com/browse/product.do?pid=531260002&cid=1023334&pcid=1006482&vid=1&grid=pds_77_198_1
Rosario Pink,,79.00,515556,2,79.00,Nirvana Side Tie Sweatshirt,"TENCEL™ Modal/Cotton/Spandex ,SUSTAINABLE: TENCEL™ Modal fiber is made from sustainably sourced wood pulp where 99% of the raw material comes from certified or controlled sources ,EASY CARE. Just throw in the wash and dry without a second thought ,PACKABLE. Packs down small and comes out smooth as can be ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Nirvana is the softest fabric imaginableFAVE: Side tie details let you customize your fit #515556",https://athleta.gap.com/webcontent/0017/713/746/cn17713746.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.0,https://athleta.gap.com/browse/product.do?pid=515556002&cid=1023334&pcid=1006482&vid=1&grid=pds_110_198_1
Torch Red,,89.00,348748,355,89.00,Flurry Base Layer Turtleneck,"Polyester/Nylon/Spandex ,UNSTINKABLE. Wear it more. Wash it less. ,Natural silver salts give the fabric antimicrobial protection that lasts wash after wash ,SEAMLESS. Beyond-soft, chafe-free fabric stretches with your every move ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,IT FEELS: Lightweight, unspeakably comfortable ,UPF 50+ ,Machine wash and dry. ,Imported. ,Product Details : FOR: Skiing, snowboarding, winter training and adventureFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Comfortable thumbholes help keep your sleeves in placeRib plaiting for textureTurtleneck provides extra coverage from the cold #348748",https://athleta.gap.com/webcontent/0017/661/514/cn17661514.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=348748122&cid=1023334&pcid=1006482&vid=1&grid=pds_66_198_1
Black,,59.00,486285,23,59.00,Foresthill Merino Wool Ascent Tank,"Wool/Nylon ,EASY CARE. Just throw in the wash and dry without a second thought ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Chafe-free seamless merino wool blend stretches with youFAVE: Targeted open-hole mesh provides cooling airflowRuching on side for a feminine detail #486285",https://athleta.gap.com/webcontent/0017/571/295/cn17571295.jpg,women,,athleta,"XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=486285002&cid=1023334&pcid=1006482&vid=1&grid=pds_91_198_1
Abalone Grey,,148.00,500916,10,148.00,Ritual Jacket,"Polyester ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Unbelievably cozy faux-fur keeps you warm in the coldFAVE: Sleek grosgrain detailing offers a streamlined, flattering fitZip pockets secure your essentialsAdjustable drawcord on hood for a custom fit #500916",https://athleta.gap.com/webcontent/0017/806/747/cn17806747.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=500916012&cid=1063661&pcid=1006482&vid=1&grid=pds_135_198_1
Torch Red,,59.00,486285,23,59.00,Foresthill Merino Wool Ascent Tank,"Wool/Nylon ,EASY CARE. Just throw in the wash and dry without a second thought ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Chafe-free seamless merino wool blend stretches with youFAVE: Targeted open-hole mesh provides cooling airflowRuching on side for a feminine detail #486285",https://athleta.gap.com/webcontent/0017/697/607/cn17697607.jpg,women,,athleta,"XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=486285042&cid=1023334&pcid=1006482&vid=1&grid=pds_93_198_1
Spring Night,,89.00,501019,45,89.00,Leopard Elation Ultra High Rise Tight in Powervita,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supportsBack drop-in pocket holds your essentials #501019",https://athleta.gap.com/webcontent/0017/713/279/cn17713279.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=501019012&cid=1140924&pcid=1006482&vid=1&grid=pds_24_198_1
Hibiscus Red,,64.00,150992,878,64.00,Speedlight Top,"Nylon/Spandex ,UNSTINKABLE. Odor-controlling yarns. ,SEAMLESS. Beyond-soft, chafe-free fabric stretches with your every move ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,IT FEELS: Lightweight, unbelievably comfortable ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high-impact workoutsFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Hem-grippers give you a stay-put fitThumbholes keep your sleeves in place #150992",https://athleta.gap.com/webcontent/0017/661/782/cn17661782.jpg,women,,athleta,"XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=150992312&cid=1023334&pcid=1006482&vid=1&grid=pds_71_198_1
Orchid  Pink,,55.99 - 79.00,382882,769,55.99 - 79.00,Uptempo Hoodie Sweatshirt,"Polyester/Spandex ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Brushed performance fabric is super soft to the touchFAVE: Hidden mesh pocket stashes your essentialsMesh ventilation on hem helps keep you coolThumbholes keep your sleeves in place #382882",https://athleta.gap.com/webcontent/0017/761/875/cn17761875.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.9,https://athleta.gap.com/browse/product.do?pid=382882082&cid=1023334&pcid=1006482&vid=1&grid=pds_108_198_1
Black,,98.00,490560,93,98.00,Inclination Moto Tight in Powervita™,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supports #490560",https://athleta.gap.com/webcontent/0017/652/880/cn17652880.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=490560002&cid=1144189&pcid=1006482&vid=1&grid=pds_11_198_1
Black,,98.00,487745,10,98.00,Rainier Tight in Plush SuperSonic,"Recycled Nylon/Lycra ,SUSTAINABLE: Made with Recycled Nylon, a high-performance material that helps lessen our impact on the world ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,WICKING. Pulls sweat away from the body so it can evaporate faster ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: Plush SuperSonic has a soft, brushed interiorFAVE: Zip pockets secure your essentialsBack drop-in pocket stashes your smartphoneReflective details for early morning or after-dusk workouts #487745",https://athleta.gap.com/webcontent/0017/807/078/cn17807078.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.4,https://athleta.gap.com/browse/product.do?pid=487745002&cid=1023333&pcid=1006482&vid=1&grid=pds_55_198_1
Black,,98.00,490560,93,98.00,Inclination Moto Tight in Powervita™,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supports #490560",https://athleta.gap.com/webcontent/0017/652/880/cn17652880.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=490560002&cid=1140924&pcid=1006482&vid=1&grid=pds_30_198_1
Navy,,59.00,531260,8,59.00,Essence Twist Top,"Recycled Polyester/Lyocell/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,UNSTINKABLE. Odor-controlling yarns ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Soft and lightweight recycled fabricFAVE: Front twist detail adds fashion to your practice. #531260",https://athleta.gap.com/webcontent/0017/806/232/cn17806232.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.3,https://athleta.gap.com/browse/product.do?pid=531260072&cid=1023334&pcid=1006482&vid=1&grid=pds_80_198_1
Antique Burgundy,,69.00,487631,7,69.00,Crescent 2-in-1 Short,"Nylon/Elastane ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Inner shorts feel barely there but hug your body supportivelyStash pockets on side hold your essentialsMesh outer layer provides coverage and breathability #487631",https://athleta.gap.com/webcontent/0017/519/780/cn17519780.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.4,https://athleta.gap.com/browse/product.do?pid=487631012&cid=1023333&pcid=1006482&vid=1&grid=pds_59_198_1
Black Olive Camo,,59.00,374207) if neededNew lightweight removable pads provide a more natural shape ,1,59.00,D-DD Contender Printed Bra,"Polyester/Lycra ,FAIR TRADE: Made in a Fair Trade Certified™ Factory ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Targeted mesh ventilation provides airflow where you need itEasy pocket for use of our Empower Pad Mastectomy Bra Insert (#374207) if neededNew lightweight removable pads provide a more natural shape #511608",https://athleta.gap.com/webcontent/0017/808/753/cn17808753.jpg,women,,athleta,"XS,S,M,L,XL",,2.0,https://athleta.gap.com/browse/product.do?pid=511608002&cid=1051661&pcid=1006482&vid=1&grid=pds_159_198_1
Dogwood Mauve,,49.00,487749,2,49.00,Yin Bra,"Nylon/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Lightweight, sleek and compressiveFAVE: T-shaped back strap provides support and layers perfectly under your favorite topsNew lightweight removable pads provide a more natural shape #487749",https://athleta.gap.com/webcontent/0017/519/275/cn17519275.jpg,women,,athleta,"32B/C,34B/C,36B/C,38B/C,40B/C,32D/DD,34D/DD,36D/DD,38D/DD,40D/DD",,4.0,https://athleta.gap.com/browse/product.do?pid=487749012&cid=1051661&pcid=1006482&vid=1&grid=pds_165_198_1
Arbor Olive,,34.99 - 49.00,374207) if needed ,1259,34.99 - 49.00,A-C Hyper Focused Bra In Powervita™,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK DRYING. For extra comfort factor ,RATED UPF 50+ (Excellent Protection) ,FAIR TRADE: Made is a Fair Trade Certified™ Factory ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita fabric is buttery soft with compression that feels like a gentle hugFAVE: Super-strappy design for full range of motionEasy pocket for use of our Empower Pad Mastectomy Bra Insert (#374207) if needed #354047",https://athleta.gap.com/webcontent/0017/778/657/cn17778657.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.7,https://athleta.gap.com/browse/product.do?pid=354047322&cid=1051661&pcid=1006482&vid=1&grid=pds_157_198_1
Beach Peach,,64.00,150992,878,64.00,Speedlight Top,"Nylon/Spandex ,UNSTINKABLE. Odor-controlling yarns. ,SEAMLESS. Beyond-soft, chafe-free fabric stretches with your every move ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,IT FEELS: Lightweight, unbelievably comfortable ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high-impact workoutsFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Hem-grippers give you a stay-put fitThumbholes keep your sleeves in place #150992",https://athleta.gap.com/webcontent/0017/698/849/cn17698849.jpg,women,,athleta,"XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=150992272&cid=1023334&pcid=1006482&vid=1&grid=pds_70_198_1
Dark Vista Teal,,59.00,531260,8,59.00,Essence Twist Top,"Recycled Polyester/Lyocell/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,UNSTINKABLE. Odor-controlling yarns ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Soft and lightweight recycled fabricFAVE: Front twist detail adds fashion to your practice. #531260",https://athleta.gap.com/webcontent/0017/661/849/cn17661849.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.3,https://athleta.gap.com/browse/product.do?pid=531260052&cid=1023334&pcid=1006482&vid=1&grid=pds_79_198_1
Fog Grey Heather,,128.00,486465,19,128.00,Triumph Hoodie Sweatshirt Dress,"Recycled Polyester/Organic Cotton/Spandex ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Lightweight organic cotton is stretchy and breathableFAVE: Easy-access pockets stash your essentials, with inner secure zip pocket on right sideAdjustable drawcord hood for a custom fitThumbholes keep your sleeves in placeRibbed cuff and collar for a comfy fit #486465",https://athleta.gap.com/webcontent/0017/662/853/cn17662853.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=486465002&cid=1023336&pcid=1006482&vid=1&grid=pds_172_198_1
